loss,id
1544.71032715,4
2008.91442871,6
8853.98535156,9
6033.96386719,12
809.515014648,15
2357.04833984,17
2120.54541016,21
896.229125977,28
2436.76025391,32
3114.87060547,43
2917.45776367,46
962.673217773,50
1223.90112305,54
1898.9140625,62
2300.08325195,70
5073.21728516,71
2046.4263916,75
2341.50756836,77
2571.47705078,81
2317.72045898,83
1994.83435059,87
1597.72546387,97
1213.73168945,103
1184.72412109,119
1897.7611084,120
982.508972168,127
4332.92822266,138
3597.14648438,141
751.690246582,148
2510.75854492,150
2125.46142578,151
1616.23254395,158
5536.31787109,160
2711.33178711,165
3684.98168945,168
3808.93676758,169
2800.30712891,177
3021.13354492,178
2067.02880859,184
9124.34179688,194
1852.62597656,198
3720.20556641,203
2412.47900391,211
1246.29321289,217
1426.1373291,219
4593.984375,221
1693.93725586,227
1626.16918945,230
2067.34985352,235
686.649108887,240
3027.58056641,243
7227.07958984,249
2787.42919922,253
1457.54089355,258
1677.58435059,261
3465.94287109,263
2543.05444336,264
4199.19824219,265
1789.41723633,268
1135.13586426,271
5668.45605469,274
696.401000977,275
1513.62280273,279
1653.10058594,282
3146.91577148,286
1135.54968262,288
2137.72216797,294
1017.01916504,296
1325.53039551,297
812.226013184,300
8404.82519531,303
1074.8815918,314
4543.91796875,315
2524.22387695,321
4204.34130859,323
3708.34692383,330
1869.33947754,341
4183.61474609,342
1628.54785156,352
3574.4987793,353
4815.54394531,360
2267.70654297,361
4016.27197266,362
1340.24377441,366
3402.50048828,372
2694.24780273,376
2286.77075195,377
1625.63110352,379
3851.9543457,380
1852.1574707,387
1982.46911621,392
10248.7949219,394
1585.64575195,395
1500.69140625,397
5897.55957031,407
8492.67382812,411
2570.24365234,416
1555.22973633,417
3634.7253418,419
5351.85107422,428
1836.70629883,431
7916.27880859,436
1527.14697266,438
6679.40087891,445
7443.390625,446
1221.81323242,455
1363.57275391,456
925.202453613,461
1898.78552246,463
3780.45556641,464
1750.68432617,466
1443.98352051,467
1231.34863281,470
1484.40673828,475
3123.5949707,482
3513.86987305,490
1793.48046875,496
4153.30908203,497
2852.91455078,508
1814.1315918,510
1935.63671875,512
3518.31884766,513
1755.11877441,523
4764.53320312,531
2398.359375,532
1425.78686523,533
1195.42163086,537
4670.95849609,544
2718.8269043,547
7748.35009766,556
1346.51928711,565
1214.52563477,566
1436.45068359,571
1633.57067871,573
949.22052002,574
1970.1887207,581
1999.3092041,585
2016.12036133,589
1684.48205566,597
3744.14770508,601
1762.34143066,602
1561.43408203,613
1510.83508301,616
2234.57763672,619
2130.03369141,622
1950.4375,623
1603.76342773,629
1560.95776367,634
993.128540039,638
1115.47033691,642
1975.68811035,643
984.984375,645
6586.64746094,648
1238.55944824,652
1071.74047852,664
2239.57910156,666
898.170715332,672
2097.94335938,676
4156.28857422,678
1840.04370117,682
2742.21142578,686
2265.05322266,688
1275.30224609,689
1769.09472656,690
11474.1875,692
1666.26208496,695
4177.828125,697
2080.62646484,698
2601.83129883,706
1524.72460938,708
2843.19018555,712
4307.86669922,715
1356.83911133,717
3238.8815918,725
1153.35839844,729
1486.82885742,737
5658.57373047,739
3437.96606445,747
2714.56958008,753
2173.5859375,758
2206.3359375,759
1469.14526367,763
4396.01806641,773
2073.43481445,774
1543.69580078,776
3264.3503418,788
2594.62280273,790
1042.58959961,794
2963.60644531,801
1518.8092041,802
1251.08959961,805
5145.40722656,809
1706.64318848,812
2301.33081055,825
2323.06567383,828
1547.28918457,830
1249.0612793,833
6065.07324219,850
5812.38964844,852
1443.6965332,862
1345.41931152,863
1473.2722168,864
3573.0534668,865
6541.04296875,868
1529.60913086,872
5257.06201172,879
1507.35412598,880
1285.96606445,883
1457.4309082,886
1731.79858398,923
1455.51794434,924
1426.30688477,932
6065.78027344,945
6598.05224609,947
2141.35913086,948
3057.07958984,955
4187.35644531,963
1518.33862305,979
1489.87365723,989
3105.86962891,994
1770.4263916,995
1442.70483398,998
3940.7578125,1000
1638.03051758,1018
1819.22949219,1019
1729.79516602,1028
1339.66870117,1034
1564.20837402,1038
1381.33410645,1040
1350.49938965,1042
6931.83300781,1057
2164.86083984,1058
1033.13745117,1063
4440.00390625,1066
4167.63818359,1071
4236.63183594,1073
2982.88696289,1074
2881.69384766,1077
9026.04394531,1080
874.117004395,1088
817.36505127,1096
11373.9365234,1097
5483.02441406,1105
1858.6081543,1115
2961.58496094,1116
2406.87084961,1122
4939.86572266,1130
1058.19836426,1133
1869.62084961,1137
2014.28149414,1140
7602.28759766,1143
4893.52587891,1149
932.164672852,1150
767.399414062,1153
886.923156738,1157
638.40246582,1180
829.106567383,1183
1622.58666992,1188
1120.45849609,1193
751.531799316,1200
3804.95458984,1209
