loss,id
1498.67874798,4
1931.1056704,6
9386.3346324,9
6647.64586184,12
796.741847134,15
2387.7434074,17
2063.94404459,21
833.782451747,28
2680.97138764,32
3099.17440816,43
2829.30624337,46
932.10609228,50
1175.0194613,54
1933.19878981,62
2290.82971669,70
4883.1429533,71
2094.76345711,75
2347.56022693,77
2469.2307301,81
2355.2688175,83
1888.2652628,87
1560.83071316,97
1098.23060019,103
1051.55320679,119
1825.35023392,120
973.9867103,127
4870.50747841,138
3469.54191251,141
685.493565213,148
2470.12343481,150
2265.66178478,151
1503.0099909,158
5831.18501371,160
2598.22553982,165
3718.42989762,168
3988.30066995,169
2876.86289362,177
3542.2451571,178
2199.80521381,184
9212.82200827,194
1725.69834353,198
3426.8802258,203
2444.01013925,211
1242.29971686,217
1250.66534437,219
5027.90810898,221
1796.60459279,227
1516.2642791,230
1994.36197357,235
676.375731804,240
2972.9039012,243
6637.81068683,249
2798.70854571,253
1425.38979704,258
1630.81931749,261
3428.56926617,263
2439.90214043,264
4093.62024007,265
1896.01935379,268
1064.50781052,271
5937.41033044,274
683.390801846,275
1456.52694703,279
1624.1390998,282
3361.8666187,286
1046.76297273,288
2035.77612987,294
1012.50676204,296
1398.2271719,297
781.583734757,300
8807.75225623,303
1020.46762562,314
4694.98885895,315
2608.17085275,321
3853.82313342,323
3859.71409369,330
1942.45354909,341
4318.29600711,342
1587.7642736,352
3697.15750023,353
5202.92761564,360
2262.03101713,361
4425.14416818,362
1332.0081657,366
3448.53832859,372
2694.5868388,376
2240.77370597,377
1641.21406149,379
3704.87045022,380
1814.56368269,387
2013.35436006,392
11081.9251447,394
1552.1621505,395
1450.15300632,397
5810.09888994,407
8945.77339115,411
2550.11514775,416
1566.86664965,417
4178.59807649,419
5893.19713732,428
1783.01403545,431
8429.63468435,436
1601.81772907,438
6572.64932417,445
7077.96313951,446
1323.5758017,455
1278.44135227,456
933.525060785,461
1890.48549139,463
3810.16373591,464
1741.74335324,466
1268.55977892,467
1264.38033942,470
1450.46156725,475
3355.07652172,482
3732.36675015,490
1762.62635928,496
4308.76713883,497
2831.66144759,508
1819.52649493,510
1957.34359074,512
3658.55740123,513
1787.43216617,523
4883.14461971,531
2269.34645369,532
1338.91013029,533
1179.02599951,537
4858.90658992,544
2543.56524927,547
8131.54836385,556
1408.75298152,565
1182.27877586,566
1412.7902197,571
1821.02988887,573
918.463244904,574
2018.70769248,581
2067.09124953,585
1776.28153729,589
1777.86008458,597
3474.27268077,601
1825.47678546,602
1466.46047973,613
1441.28680824,616
2164.20240112,619
1867.08848412,622
2096.93618881,623
1649.99887206,629
1536.74601855,634
1016.459678,638
1064.87101078,642
2075.50496779,643
1008.01345458,645
7329.35225216,648
1186.05728206,652
1015.56677958,664
2273.21183333,666
870.114703491,672
2319.15021453,676
4497.84344133,678
1932.20853575,682
2918.19618489,686
2424.86634548,688
1198.48028481,689
1850.11209439,690
12724.9047994,692
1658.42968587,695
3933.41326097,697
2203.48582873,698
2586.57169026,706
1475.72906154,708
2907.6984684,712
4207.10945254,715
1358.64823092,717
3277.12717279,725
1051.43342892,729
1361.86278184,737
5465.04022476,739
3801.2972258,747
2580.17804202,753
2260.81700651,758
2071.42314434,759
1400.16798833,763
4291.7364968,773
2023.61433503,774
1491.13920688,776
2984.62712679,788
3166.06274518,790
949.478564107,794
3021.58650781,801
1398.83214898,802
1383.92961894,805
5148.82729592,809
1667.89422655,812
2487.70311132,825
2131.60424774,828
1387.12251854,830
1159.80745781,833
5596.67585427,850
6201.55757184,852
1456.96094551,862
1339.93700896,863
1578.94100112,864
3777.26750839,865
6538.84426173,868
1547.07161393,872
5204.18416171,879
1574.69460667,880
1220.1246759,883
1366.98617707,886
1737.79229738,923
1471.02544979,924
1425.86107202,932
6161.0001663,945
6515.17750605,947
2248.91689225,948
2767.77105029,955
4038.28145592,963
1379.70221728,979
1510.50605115,989
3016.45961181,994
1898.76392017,995
1346.38115745,998
4342.61807211,1000
1765.93548475,1018
1643.95688486,1019
1913.07411763,1028
1296.22155195,1034
1645.05516559,1038
1347.96524892,1040
1325.22452129,1042
6998.70908148,1057
2384.8188062,1058
986.623486096,1063
4658.82474117,1066
4226.1314374,1071
3880.83924042,1073
2915.31798748,1074
2912.79577893,1077
9572.44476394,1080
864.704872452,1088
766.702488571,1096
11991.3202328,1097
5675.43195112,1105
1922.83318723,1115
3079.33533285,1116
2343.62564988,1122
5072.22554196,1130
993.788858228,1133
1708.80055664,1137
1944.82205719,1140
7753.65782897,1143
5436.85171005,1149
957.464903454,1150
756.330344971,1153
839.727554264,1157
636.461943599,1180
943.99913747,1183
1605.91299532,1188
1068.86294308,1193
785.837654481,1200
4309.00613562,1209
1933.98345741,1214
1955.11223198,1219
5821.3120853,1223
802.242075604,1227
1476.69525502,1228
4605.48029311,1229
891.301506309,1233
6193.48715694,1238
2062.96731602,1239
3275.79934197,1241
1787.33538079,1243
1128.31476046,1244
3361.9449741,1245
4600.3176739,1277
3326.28754742,1279
12768.5989598,1292
1376.14200006,1293
9505.18253293,1299
2932.45837762,1304
3778.32420333,1313
2171.11505772,1328
1116.29019712,1330
1476.78883015,1334
1340.87582307,1335
6129.10900779,1336
1050.75212577,1341
1156.42138633,1344
805.865277117,1351
2673.86105621,1352
1552.13733983,1354
4157.27232118,1368
1460.90887892,1373
674.093617511,1375
1548.70323343,1381
4996.6589625,1384
4403.94621497,1385
5592.85975118,1388
5885.38442882,1401
2724.56252783,1402
1526.84077821,1404
1427.76236686,1406
1151.56679752,1409
1387.87924804,1422
3148.5681828,1429
5660.23339501,1433
1090.39361179,1438
1159.36890038,1444
1103.05470534,1446
1143.02943553,1450
767.045900189,1451
1814.37362236,1454
2136.64740876,1458
3531.23225175,1461
6184.02775385,1464
983.557945685,1465
2054.76361923,1478
1611.50558192,1479
2677.91812007,1480
2367.59508174,1484
880.307399426,1486
854.560575333,1488
3447.70849135,1489
1012.10239994,1491
2072.36253607,1507
2208.90902394,1515
2747.09940074,1519
1718.2770051,1528
945.334111803,1529
3023.45569675,1530
1167.02181798,1532
1628.62427914,1541
3399.45436281,1542
1299.70115195,1547
1169.50470927,1549
2263.16460582,1553
2924.29334642,1554
1301.1384764,1555
1556.14959351,1559
1563.4698575,1565
1161.97573537,1568
3727.6171422,1576
984.834635095,1579
890.105858329,1592
3347.73985246,1596
899.546791542,1605
1494.23447497,1607
2049.42448144,1612
3020.35333491,1617
2393.24923868,1619
8310.21015435,1620
2795.4700742,1624
1280.76632009,1627
1684.64143983,1633
1250.33570449,1636
1092.51304074,1639
4409.14263188,1640
1123.49980453,1644
1405.48629567,1646
2382.94050677,1647
1294.83205123,1654
3200.07077002,1655
6553.39411424,1664
2151.78012642,1665
5074.12136105,1667
1139.40583949,1669
2326.07389294,1678
1960.17780627,1682
1040.33926144,1689
2664.7537856,1690
5519.94479683,1693
935.401999743,1695
2390.08407178,1705
2570.18491607,1706
2079.55295862,1708
2132.44114003,1716
8858.05061757,1720
1683.55178527,1722
4196.78228263,1749
1405.0353014,1750
5773.01970679,1751
