loss,id
1522.0324707,4
1950.93701172,6
9348.98632812,9
6385.34863281,12
795.554443359,15
2377.2565918,17
2117.94873047,21
853.172973633,28
2608.4934082,32
3088.71850586,43
2860.63793945,46
947.314086914,50
1205.87683105,54
1912.27929688,62
2315.90185547,70
4946.31298828,71
2077.54858398,75
2225.87304688,77
2529.87255859,81
2312.80395508,83
1943.23803711,87
1604.2590332,97
1158.22558594,103
1109.8371582,119
1803.04187012,120
968.958007812,127
5022.93017578,138
3759.86450195,141
691.63848877,148
2434.32910156,150
2233.01953125,151
1571.95007324,158
5815.49609375,160
2444.53491211,165
3674.9465332,168
3960.71679688,169
2804.89379883,177
3510.93774414,178
2075.91918945,184
8789.47167969,194
1731.41210938,198
3416.08300781,203
2361.01342773,211
1262.89379883,217
1242.68261719,219
4956.01513672,221
1830.9987793,227
1536.76135254,230
2048.04003906,235
698.992126465,240
3021.27270508,243
6164.67333984,249
2813.21582031,253
1447.43737793,258
1669.75854492,261
3386.77587891,263
2425.63208008,264
4103.06396484,265
1939.19165039,268
1085.3560791,271
5862.76855469,274
717.349365234,275
1497.77478027,279
1597.5111084,282
3264.97680664,286
1092.1003418,288
2051.28393555,294
1008.70788574,296
1372.17480469,297
729.232666016,300
8953.31152344,303
1005.81799316,314
4694.72119141,315
2698.01220703,321
3721.08691406,323
3698.67333984,330
1972.18286133,341
4295.04638672,342
1630.18127441,352
3551.35986328,353
5151.109375,360
2218.89526367,361
4428.22216797,362
1357.17028809,366
3245.06860352,372
2751.95629883,376
2288.46484375,377
1658.42370605,379
3853.63476562,380
1784.61022949,387
1962.96557617,392
10590.5039062,394
1536.47558594,395
1466.68994141,397
5972.52539062,407
9213.10839844,411
2537.34008789,416
1576.58728027,417
4032.27246094,419
5931.59667969,428
1828.32849121,431
8376.12890625,436
1589.87841797,438
6661.24316406,445
6818.12744141,446
1324.26696777,455
1368.41967773,456
913.029174805,461
1857.57714844,463
3579.68603516,464
1677.33789062,466
1298.41455078,467
1269.98339844,470
1457.31774902,475
3378.42236328,482
3653.61621094,490
1787.67114258,496
4202.53808594,497
2835.49365234,508
1838.25280762,510
1969.28271484,512
3680.76391602,513
1765.75744629,523
4952.63818359,531
2299.6652832,532
1370.64099121,533
1204.96936035,537
4869.15087891,544
2655.48754883,547
7895.62988281,556
1401.65197754,565
1201.45458984,566
1380.28466797,571
1752.06396484,573
918.59777832,574
2047.42480469,581
2013.04052734,585
1834.54931641,589
1670.66638184,597
3456.92578125,601
1755.70495605,602
1520.60839844,613
1473.36474609,616
2229.63183594,619
1823.7878418,622
2038.78662109,623
1645.48217773,629
1630.76342773,634
1043.05236816,638
1099.95935059,642
2023.19116211,643
1009.33056641,645
7776.76513672,648
1182.1673584,652
1043.02807617,664
2219.84570312,666
915.692993164,672
2434.95703125,676
4485.24365234,678
1904.50170898,682
2773.33325195,686
2306.34082031,688
1173.32995605,689
1786.04541016,690
12528.6494141,692
1683.57421875,695
4159.88671875,697
2276.078125,698
2613.87939453,706
1545.60107422,708
2848.19677734,712
4263.05273438,715
1370.20898438,717
3184.96240234,725
1102.29650879,729
1408.05407715,737
5380.46044922,739
3746.2890625,747
2650.93261719,753
2324.37036133,758
