loss,id
1411.55895996,4
1932.83618164,6
9619.96679688,9
6312.203125,12
828.893554688,15
2435.34912109,17
2156.61767578,21
859.264038086,28
2403.76489258,32
3277.11865234,43
2984.93115234,46
937.080322266,50
1176.70593262,54
1954.71972656,62
2455.79052734,70
4540.46289062,71
2073.77563477,75
2437.62597656,77
2507.61352539,81
2401.54956055,83
1959.77880859,87
1507.7298584,97
1157.84289551,103
1106.21081543,119
1971.29541016,120
991.318725586,127
4416.30224609,138
3745.79614258,141
665.680541992,148
2451.45800781,150
2265.66870117,151
1603.00769043,158
5799.76904297,160
2759.96240234,165
3840.87817383,168
3915.578125,169
2710.45776367,177
3293.0456543,178
2159.69311523,184
10538.7128906,194
1822.58581543,198
3525.7890625,203
2510.69970703,211
1222.65026855,217
1263.26977539,219
4838.43505859,221
1721.58459473,227
1559.9901123,230
1964.96313477,235
680.656616211,240
3164.859375,243
7087.25878906,249
2995.0402832,253
1529.83190918,258
1638.19799805,261
3323.83105469,263
2419.71044922,264
4057.63916016,265
1829.23303223,268
1004.5859375,271
5579.88964844,274
658.569885254,275
1445.55310059,279
1691.14477539,282
3245.68969727,286
1052.5222168,288
2043.34008789,294
1006.56396484,296
1358.14916992,297
824.35949707,300
8542.47558594,303
985.623901367,314
4354.6171875,315
2639.52392578,321
3892.47045898,323
3684.37402344,330
1862.33618164,341
4410.96972656,342
1543.2902832,352
3662.47973633,353
5036.17675781,360
2183.07495117,361
4399.97167969,362
1375.64208984,366
3523.14990234,372
2622.93212891,376
2237.23217773,377
1661.90344238,379
3852.20458984,380
1888.3215332,387
2108.39892578,392
11137.3017578,394
1541.6394043,395
1460.94592285,397
6300.14111328,407
8768.42382812,411
2650.74365234,416
1594.5847168,417
4020.99023438,419
5785.18457031,428
1676.98706055,431
8328.09082031,436
1598.96618652,438
6818.09375,445
6834.35009766,446
1222.40063477,455
1377.77514648,456
905.319580078,461
1934.08129883,463
3918.77783203,464
1690.44055176,466
1292.0925293,467
1264.2364502,470
1508.68371582,475
3375.00097656,482
3941.05859375,490
1782.58605957,496
4272.24316406,497
2787.01953125,508
1904.63208008,510
1893.04296875,512
3227.921875,513
1766.37902832,523
4644.16845703,531
2360.79492188,532
1400.41210938,533
1189.40246582,537
4458.81347656,544
2414.72607422,547
7903.11474609,556
1347.35852051,565
1153.30908203,566
1363.11804199,571
1733.41625977,573
968.487060547,574
2224.47949219,581
1920.37158203,585
1989.80419922,589
1648.88562012,597
3614.55078125,601
1760.1583252,602
1499.31848145,613
1503.40808105,616
2224.90966797,619
2126.85327148,622
1905.47949219,623
1555.45739746,629
1631.24108887,634
969.319213867,638
1086.04272461,642
2069.32495117,643
945.678344727,645
6864.38085938,648
1158.18286133,652
1077.984375,664
2288.22167969,666
852.879760742,672
2224.51660156,676
4631.02929688,678
1984.46777344,682
2880.91479492,686
2276.08276367,688
1250.65905762,689
1825.65698242,690
12242.7109375,692
1725.46069336,695
4279.36279297,697
2161.83520508,698
2665.04003906,706
1457.2545166,708
2995.71069336,712
4270.22167969,715
1378.83776855,717
3422.57226562,725
1100.07092285,729
1468.8729248,737
5507.69433594,739
3541.07397461,747
2878.80883789,753
2137.49121094,758
2114.29418945,759
1484.53039551,763
4668.06982422,773
2060.83569336,774
1597.0020752,776
3125.29589844,788
2684.1628418,790
976.466796875,794
3038.9206543,801
1420.65380859,802
1235.53625488,805
5134.87011719,809
1676.90649414,812
2375.47631836,825
2230.40234375,828
1394.39013672,830
1237.97595215,833
5608.06445312,850
5943.98876953,852
1376.38012695,862
1295.33398438,863
1542.39025879,864
3708.6394043,865
6640.34277344,868
1513.60705566,872
5079.80664062,879
1550.19934082,880
1220.52380371,883
1413.21740723,886
1718.85241699,923
1486.81481934,924
1438.82739258,932
6268.45458984,945
6728.34423828,947
2269.82006836,948
2752.40258789,955
3995.62988281,963
1456.47949219,979
1543.72766113,989
3072.0690918,994
1900.80004883,995
1285.62060547,998
4315.36035156,1000
1722.74047852,1018
1772.43054199,1019
1747.3605957,1028
1218.64746094,1034
1576.08410645,1038
1293.14294434,1040
1308.51220703,1042
6733.18945312,1057
2242.30688477,1058
1026.48364258,1063
4922.65234375,1066
4340.20214844,1071
4022.2421875,1073
3067.68139648,1074
2824.3515625,1077
10473.8466797,1080
871.876586914,1088
778.660400391,1096
11560.8994141,1097
5356.89697266,1105
1943.18994141,1115
2963.89404297,1116
2251.96508789,1122
5207.81347656,1130
1001.30090332,1133
1812.83374023,1137
1823.48291016,1140
7197.81054688,1143
4846.82226562,1149
992.839233398,1150
751.764282227,1153
803.787109375,1157
656.01373291,1180
878.739135742,1183
1689.74487305,1188
1115.55944824,1193
769.698364258,1200
4256.89794922,1209
1966.83666992,1214
1947.97192383,1219
5802.98535156,1223
780.210021973,1227
1515.63061523,1228
4712.93164062,1229
964.642822266,1233
6060.08544922,1238
2109.15405273,1239
