id,loss
1,1883.5970459
2,1841.4510498
5,4346.49589844
10,1086.25471191
11,3097.48647461
13,4393.56005859
14,1211.81494141
20,5528.46933594
23,8550.93300781
24,6136.815625
25,4266.88554687
33,5325.07890625
34,2073.11955566
41,1048.85761719
47,760.019104004
48,1207.58920898
49,8208.75273438
51,1618.81491699
52,3845.61103516
55,2185.9121582
57,1092.95734863
60,978.340258789
61,1157.02578125
66,1917.31335449
73,1927.81147461
76,2209.1145752
86,2520.58046875
89,1287.93769531
90,6274.50625
93,2025.56745605
100,2371.78935547
105,1928.47976074
107,4546.31152344
111,3100.78544922
112,1314.5137207
116,1297.87180176
118,4082.03632813
125,13357.0541016
130,1425.08720703
139,2804.59892578
140,924.802746582
144,5437.13574219
146,4200.58828125
149,2396.15244141
153,1308.29157715
156,11802.325
162,1313.10700684
166,799.221289062
167,1302.65021973
171,1476.19968262
172,2405.58300781
173,2264.39975586
174,2341.47519531
175,2326.64956055
186,1720.05588379
191,2308.17607422
197,1550.9269043
200,1757.94838867
202,2321.96586914
205,3720.54970703
207,1927.24089355
208,1315.73859863
212,1348.22492676
215,2676.43286133
218,1727.35732422
222,17761.7769531
223,1503.79616699
225,1500.11486816
226,1393.94694824
228,4681.35830078
232,1037.12999268
233,3272.64033203
237,2167.22614746
244,4208.37958984
245,1551.79492188
248,1573.71960449
259,2295.8059082
260,2128.12241211
276,3566.05874023
277,3373.2246582
285,1706.78776855
289,4632.99208984
291,2044.60458984
292,1176.13510742
293,1417.07404785
298,1242.49335937
306,1197.53491211
308,1344.68393555
316,1142.74006348
318,625.897192383
319,1356.90742187
320,2016.23864746
322,1287.1784668
324,2317.41318359
325,4301.30644531
327,2566.69667969
333,1841.8864502
335,3781.25756836
337,1001.47557373
343,2541.83603516
351,1290.01320801
354,2945.66298828
383,1547.32741699
386,1955.96464844
388,4602.23935547
393,1280.44516602
401,2655.68227539
402,1631.75766602
404,3874.02944336
406,1556.94140625
409,4357.87441406
412,1227.60007324
414,1196.553125
418,2044.46916504
422,3919.13979492
424,1488.54287109
427,750.209387207
430,1735.28791504
433,2533.17822266
435,1873.72443848
437,1665.46572266
439,1587.74541016
440,5312.06796875
442,3620.64858398
443,3106.53979492
