id,loss
1,6023.01627585
2,8427.32697746
5,1050.16397288
10,1535.42913178
11,2039.14639822
13,1083.62065427
14,978.29057279
20,2596.852621
23,4331.46243631
24,1201.65645733
25,5827.45413057
33,1893.76675934
34,1238.44795171
41,1317.12139619
47,4406.66754814
48,1051.28962693
49,2282.27312
51,1219.08843887
52,1579.11263621
55,1952.70398853
57,1129.59544732
60,1543.9187237
61,1915.29592722
66,2244.31451344
73,3450.75764862
76,1229.14265286
86,1441.67115673
89,1938.88511936
90,831.1294151
93,598.424171928
100,3444.59307872
105,10556.2256913
107,1520.92979115
111,1164.55002328
112,2951.39345289
116,1470.26904963
118,1280.7144696
125,2357.86959101
130,2129.26955104
139,1988.45260498
140,2904.38218396
144,5641.65835261
146,1311.14058655
149,1100.11759883
153,1822.09625034
156,3527.97324869
162,1763.96368811
166,2527.38894471
167,2435.84739156
171,1297.78106221
172,3388.17860368
173,2166.31695985
174,644.462221084
175,2395.87778885
186,1855.34706346
191,2608.5679329
197,1401.13815145
200,3285.30208176
202,1231.88924263
205,2213.90247237
207,5543.53411887
208,1797.75634036
212,3558.70589395
215,1423.53313347
218,2391.05394373
222,1477.13121056
223,2918.16510366
225,2155.48045381
226,3123.45439032
228,10557.0862238
232,1289.87872052
233,2916.91808704
237,5307.68682486
244,3065.83254494
245,2979.31168154
248,2412.54468387
259,1217.2023058
260,788.966046608
276,1895.12815013
277,1416.34062554
285,5524.49720436
289,1746.97078476
291,2018.48542269
292,4189.84852097
293,3264.66075283
298,1120.82259564
306,4075.4729208
308,3389.93724203
316,8419.22110046
318,1812.99713019
319,4757.81302448
320,4056.36164334
322,2111.9578531
324,2546.65750865
325,2374.42117134
327,2147.18026626
333,2019.75031984
335,1121.78714815
337,1341.83724413
343,1911.72409615
351,2960.38773499
354,4435.45667197
383,1472.32474456
386,1994.10610257
388,6119.65565065
393,1637.47936299
401,5806.15466524
402,1361.27800683
404,2163.43181346
406,5008.56674514
409,2316.4891131
412,2123.56982565
414,931.172517669
418,1620.83415137
422,1517.09639354
424,1020.51722158
427,1617.59594943
430,2170.84094427
433,1918.13232372
435,6878.16519604
437,1954.46992973
439,8525.3686646
440,1455.93320668
442,3402.16380202
443,3796.40305781
449,2120.27269801
450,1763.61020646
451,1423.50066313
454,1913.96371048
458,1394.60287017
474,3421.8491887
476,3078.69252014
478,890.880012055
481,1263.31545531
484,1387.18930781
488,1211.23431339
493,1555.34377516
499,1348.1717537
502,1006.65820054
511,1467.24859699
516,9714.86078492
517,1201.44622463
522,5465.44090449
526,2278.70121909
527,3609.14487244
534,14639.0871199
536,660.16996204
538,1064.19394445
540,1723.86218646
542,1353.61538454
550,2550.0104757
552,3202.00417441
560,5934.59904702
561,3321.8440174
562,1249.40730981
563,1448.43230984
567,3974.75102176
568,830.346054459
572,1620.77952716
576,966.753051254
577,4818.16696706
578,1474.83511398
584,2008.92223701
586,1598.25135094
590,5605.66822802
592,2405.08348068
596,3328.75360085
598,10663.7843539
599,678.644166978
603,968.153995314
605,1193.50857434
606,2400.45055661
607,1658.9368179
608,6593.35359035
610,1380.31583245
611,16195.300207
612,5170.51990828
614,804.263785194
617,1243.89557449
621,6504.73987977
625,1836.56531753
626,1754.81336033
627,2763.00726655
630,6778.71443202
632,6321.04553374
640,2716.35550211
644,1269.03352858
650,958.440519651
653,2197.32784948
657,1193.77336612
658,1518.95185942
663,1583.08448435
667,1633.60636898
670,2321.45148298
674,1079.74996757
677,2286.94418289
679,1154.97732655
681,7098.76182692
685,2316.28780202
687,3063.38408882
691,2455.00017609
693,3374.53365334
699,1577.38773366
700,807.78486674
702,3447.47344485
711,1705.84355391
714,1631.90190776
716,3242.93643131
720,1711.68436707
724,1301.50016903
727,1079.13583499
732,1042.11394321
738,1803.33786315
740,13055.3960822
743,4509.9849892
752,3408.36485514
754,1598.66499632
756,2319.86346882
762,1085.27759341
764,2464.65534025
766,1592.79296778
772,1719.09691961
780,5305.64935769
781,3191.20298413
784,1578.47227093
786,3378.82566841
787,1997.37775744
789,3602.82693729
793,1380.64773362
797,3249.48422897
803,2567.4455788
804,1150.52677631
806,2594.39247331
810,2402.63585277
811,3930.11280855
813,2242.04235766
814,2253.30162898
819,2120.13348583
821,2686.70213568
824,2000.85235851
827,4035.09059996
829,735.854485329
835,1653.72053775
836,634.005502451
837,6817.62415305
843,2622.87175895
848,864.180182479
854,2036.7965284
855,1162.89991627
856,1694.34800949
857,1522.58267701
860,1192.67271998
867,1668.77796206
870,2944.18501869
871,1409.22825768
878,13802.7637524
881,1750.16643656
882,1494.71523034
887,2968.96400134
890,5895.76776288
892,4786.55215985
893,1279.33804528
894,5748.41454496
895,2264.85928585
898,849.637347332
900,2638.27002664
902,1807.40876959
903,2901.40340711
905,2987.9711809
906,1914.93635748
907,2953.06413411
908,771.518197514
909,8443.99379684
912,3938.96071384
914,9640.38386543
915,4613.35680427
917,1723.36204731
919,2065.79280284
920,2351.45738902
921,2405.91724079
926,1756.00616025
930,8221.38851154
936,4425.26987687
937,2467.82816756
938,1682.94063247
939,3239.87358106
946,1051.79024289
951,2593.74983695
953,6257.1931148
958,972.812512515
961,1910.60517892
968,1388.01486088
969,2176.77546169
970,988.657740105
971,1400.97804564
972,7558.93219522
973,2122.10643768
974,1192.77021048
980,1241.32772643
982,5853.48852168
985,2422.28144925
987,1569.9029614
988,2301.83564645
991,4604.17206699
992,1419.07455071
993,1542.57642313
996,2415.91704121
997,962.746316293
1001,3775.8744885
1009,1547.47994911
1013,1273.16731805
1014,2336.0169518
1015,4720.52248507
1017,2028.95913526
1020,2394.21695858
1026,4382.8208792
1027,2488.18090407
1030,2646.25678155
1032,1717.02541375
1037,2461.80568387
1039,1085.70180501
1041,2659.29394226
1043,2286.2727986
1046,5588.39308944
1049,1100.27362231
1050,1392.91348666
1052,1127.70876165
1053,5091.56858604
1062,2584.07232521
1065,1314.574772
1068,1297.30184895
1070,3369.88977876
1075,2682.63475385
1079,1636.59758454
1081,2666.45111986
1082,1327.42715366
1086,1409.79158615
1087,2451.31228952
1090,6095.11994306
1092,3451.48787317
1094,2418.50808144
1095,6688.57829869
1099,5616.41865532
1104,1052.21592394
1107,1502.59698053
1110,1067.63723273
1112,1854.01152197
1117,3451.81652187
1119,1273.21151374
1125,2868.51803722
1128,2455.47811914
1129,1541.07845163
1131,1172.45996011
1134,2257.89359517
1139,1238.36164742
1141,4371.69814406
1148,3843.9612581
