id,loss
1,1556.78298794
2,1807.5350026
5,4516.94340593
10,971.251544648
11,4576.31308355
13,2890.34979399
14,1116.38328519
20,5809.40517803
23,9981.91622539
24,5543.38283062
25,3357.32245474
33,6219.06578434
34,1625.42747391
41,863.834881352
47,1450.78553848
48,1320.874803
49,6578.2018122
51,1469.14870876
52,4362.09892745
55,1845.00158364
57,1114.47979819
60,1105.83259811
61,1207.11264063
66,2261.93682819
73,2252.80126598
76,1730.41181243
86,2485.61465171
89,1237.16945383
90,4454.12416026
93,1943.64599541
100,2100.38548089
105,1452.36606427
107,4461.85407369
111,2817.1611299
112,1326.36990381
116,1462.49488919
118,3492.90671653
125,9106.56195146
130,1387.50123175
139,2712.14667773
140,1264.56167991
144,5117.07020104
146,4115.96857026
149,2129.06583678
153,1583.55837059
156,9236.50273965
162,1119.77357555
166,900.148873132
167,1661.15127435
171,1677.17570437
172,2209.51067099
173,2794.82065976
174,2478.90866224
175,2878.62109601
186,1789.53536749
191,2560.11979143
197,2085.97434963
200,2008.71712713
202,2971.23782132
205,2909.67698796
207,2236.94747985
208,1630.19468111
212,1261.9149968
215,2950.71091274
218,1294.93556745
222,17112.5841272
223,1924.24242279
225,1790.42808694
226,1234.06789049
228,3671.96066096
232,1309.09112146
233,3340.68572808
237,2296.40341223
244,4502.83340669
245,1556.4559523
248,1921.39223473
259,2082.7317673
260,1725.37857989
276,2684.59903437
277,2505.30761092
285,2577.72405075
289,4349.71180435
291,2257.04353795
292,913.241794488
293,1532.40074864
298,1697.62431662
306,1284.44763441
308,1624.98471652
316,1235.14557049
318,662.697978651
319,1430.21758876
320,1816.95940964
322,1804.31580855
324,1608.69659276
325,3374.62105929
327,1949.33798701
333,1729.74114008
335,3446.92096472
337,1324.19078883
343,2524.84448384
351,1396.51975239
354,2837.42536339
383,1529.96044818
386,1506.15150715
388,5122.71038174
393,1995.81058777
401,3050.43466742
402,1743.75153695
404,2706.51823335
406,1586.81149561
409,3783.60015965
412,992.972534555
414,1200.50086607
418,2674.48298889
422,2911.44694561
424,1874.07428858
427,823.107901579
430,2276.95158633
433,2461.943519
435,2384.21177637
437,2148.27683676
439,2055.40988845
440,4620.53299296
442,3215.19016695
443,3469.26566449
449,11723.5787876
450,1861.03980117
451,2596.10149752
454,2308.63858113
458,6152.31875771
474,2369.34785557
476,2078.94383094
478,3556.00391268
481,1586.42893758
484,2616.81316817
488,1673.84659702
493,3752.59581759
499,1605.3561568
502,5837.75468266
511,1048.07388555
516,2335.50899444
517,1782.64077191
522,2435.96348551
526,1099.84687616
527,1692.20425486
534,1486.64839628
536,3188.58028165
538,1572.53722666
540,1671.58078158
542,888.385137937
550,1222.87256816
552,3137.40094562
560,2995.28972028
561,1720.86061695
562,3087.24970337
563,1624.22907663
567,2796.83373246
568,3157.79941167
572,1634.28768124
576,1325.4456542
577,3709.85865603
578,1692.12388044
584,1546.90395574
586,2098.80302053
590,2426.38204022
592,1256.98075064
596,1450.2647171
598,1324.59978907
599,1474.64716031
603,1871.46197884
605,3816.6953646
606,1152.68385193
607,920.139526142
608,4297.75103393
610,3437.43202901
611,1944.3745595
612,2859.12031419
614,8440.94992086
617,1919.57750981
621,4004.6695543
625,697.747905567
626,2705.77420133
627,1906.91691072
630,2855.6926415
632,1425.75599926
640,1977.80627502
644,1154.2446605
650,5594.54765478
653,1263.17254326
657,2150.86015821
658,2497.32173718
663,1522.97400866
667,1545.82821911
670,2107.75241022
674,2380.78980031
677,4223.84204948
679,2285.044507
681,1339.34115837
685,1821.71222199
687,1538.04566611
