id,loss
1,2085.7956543
2,1782.71118164
5,4418.78515625
10,1015.45275879
11,3253.79589844
13,4161.10302734
14,1182.80529785
20,6218.39648438
23,8744.53613281
24,6327.63427734
25,4971.54931641
33,5425.60546875
34,2141.30200195
41,1020.99285889
47,757.036743164
48,1184.2689209
49,8725.99804688
51,1520.75708008
52,3781.35888672
55,2266.52978516
57,986.185302734
60,929.591064453
61,1152.87353516
66,1960.12817383
73,2168.62915039
76,2101.10693359
86,2280.59326172
89,1329.60644531
90,6122.43554688
93,2151.27880859
100,2494.49243164
105,1867.43041992
107,4584.17773438
111,3239.82128906
112,1354.02294922
116,1227.02746582
118,4446.57714844
125,12244.7734375
130,1427.24621582
139,2704.97973633
140,966.67388916
144,5406.3359375
146,4305.03173828
149,2435.43798828
153,1318.82299805
156,11321.90625
162,1235.08117676
166,767.081604004
167,1290.78271484
171,1553.18127441
172,2531.32128906
173,2193.26733398
174,2393.54077148
175,2343.98730469
186,1855.05871582
191,2066.22973633
197,1566.83410645
200,1556.48388672
202,2318.13256836
205,3866.62133789
207,1867.82006836
208,1286.59448242
212,1256.36621094
215,2539.05639648
218,1719.27258301
222,18367.5136719
223,1422.87414551
225,1434.08398438
226,1405.6159668
228,4845.34375
232,1060.64709473
233,3561.52905273
237,2092.27929688
244,4855.70898438
245,1573.17358398
248,1501.15625
259,2043.36633301
260,2194.23266602
276,3281.90795898
277,3051.88671875
285,1699.95996094
289,4664.71337891
291,2000.39953613
292,1161.62390137
293,1427.80932617
298,1279.60498047
306,1227.4309082
308,1233.07373047
316,1062.23718262
318,595.437744141
319,1314.14868164
320,1963.34179688
322,1352.20166016
324,2169.98242188
325,4214.59423828
327,2715.37451172
333,1915.52685547
335,3359.13476562
337,1439.67980957
343,2539.10620117
351,1188.89086914
354,3752.01733398
383,1452.98254395
386,2015.06311035
388,4224.11669922
393,1409.62744141
401,2812.86425781
402,1615.54248047
404,3631.05810547
406,1681.07116699
409,4978.91162109
412,1180.14697266
414,1130.08898926
418,1978.43725586
422,3803.39770508
424,1459.90625
427,788.580627441
430,1781.40869141
433,2529.96362305
435,2018.35510254
437,1719.19567871
439,1375.85131836
440,5516.16308594
442,3723.96435547
443,3467.90136719
449,11534.9111328
450,1957.57165527
451,1919.84033203
454,2420.03710938
458,6997.75341797
474,2063.04882812
476,2012.84118652
478,2747.54150391
481,1358.19958496
484,3043.12231445
488,1195.93762207
493,5518.08496094
499,1250.3996582
502,5651.85546875
511,817.289123535
516,1743.83532715
517,1182.14453125
522,1988.1973877
526,1418.81188965
527,1367.96728516
534,1383.07592773
536,3499.04003906
538,1817.35925293
540,1799.1003418
542,856.61706543
550,1136.47119141
552,3134.84082031
560,3271.73046875
561,1864.8347168
562,3869.82739258
563,1474.95727539
567,3365.27758789
568,3219.55859375
572,1819.69421387
576,1150.51452637
577,4493.31445312
578,1436.48840332
584,1458.89379883
586,1840.26721191
590,2615.30932617
592,1458.96679688
596,1355.99780273
598,1147.12573242
599,1224.70324707
603,2454.53710938
605,3921.64453125
606,1229.00537109
607,841.998535156
608,4153.26269531
610,3429.82324219
611,2015.33850098
612,4563.48339844
614,8053.78271484
617,1805.39648438
621,3777.94482422
625,740.081420898
626,2563.46582031
627,1977.2520752
630,3063.55297852
632,1402.51550293
640,2809.34594727
644,1465.20019531
650,5797.77001953
653,1338.22790527
657,2037.4465332
658,3404.72753906
663,1131.36328125
667,1771.38720703
670,2297.71728516
674,1904.34155273
677,4364.72851562
679,2353.61376953
681,1422.32531738
685,2253.55444336
687,1363.15649414
691,7508.61425781
693,1750.35546875
699,4016.89306641
700,3299.24951172
702,2920.38183594
711,2814.28125
714,2312.31079102
716,1381.6887207
720,7370.62695312
724,1517.57958984
727,1369.32250977
732,5685.4765625
738,1791.64892578
740,2643.40820312
743,2257.77587891
752,844.518249512
754,2045.28918457
756,952.887023926
762,664.379882812
764,2822.68701172
766,1948.21923828
772,2516.89868164
780,819.688537598
781,1646.72973633
784,1510.22119141
786,1184.92211914
787,2611.02832031
789,2544.2043457
793,10394.2050781
797,5615.31445312
803,2444.74658203
804,1681.75231934
806,1983.09008789
810,1290.44458008
811,1900.87561035
813,2336.97216797
814,683.565429688
819,1577.49072266
821,2315.15063477
824,891.692626953
827,1144.34277344
829,5437.77197266
835,1158.02270508
836,1481.14355469
837,1395.375
843,2640.71337891
848,2969.47167969
854,1417.7689209
855,1431.55383301
856,3060.53662109
857,3371.55200195
860,1783.50732422
867,5457.60253906
870,3146.99243164
871,1551.51940918
878,9283.13476562
881,3264.79956055
882,4585.14648438
887,1294.99291992
890,3577.27148438
892,1203.67614746
893,1633.39526367
894,1570.64953613
895,1702.04589844
898,3516.12744141
900,4178.08056641
902,1903.45324707
903,1737.57202148
905,1852.71191406
906,1629.4543457
907,2571.08422852
908,1355.0390625
909,2266.34130859
912,3185.43359375
914,2394.71777344
915,1240.34924316
917,2975.19140625
919,2398.65161133
920,1418.96569824
921,2176.046875
926,9532.07519531
930,2112.11279297
936,1729.11938477
937,7027.12597656
938,3698.49633789
