id,loss
1,1878.36617994
2,1849.97858499
5,4305.25176904
10,1028.78761165
11,3093.20310692
13,3741.7407966
14,1264.28822395
20,5528.92879814
23,8363.44753624
24,6765.80703618
25,4848.20777333
33,5261.82788817
34,2023.59388186
41,1027.90760869
47,856.96975214
48,1166.0312442
49,8349.51578461
51,1699.03086584
52,3858.48974936
55,2105.61352592
57,1050.33091997
60,1001.46149029
61,1209.53803764
66,1994.57331208
73,1802.10788436
76,2350.72033765
86,2561.11467655
89,1294.57055037
90,5733.01583064
93,1882.26335863
100,2370.5023256
105,1912.5786134
107,4430.52737012
111,2993.2027146
112,1353.88617069
116,1485.1803924
118,4468.99065879
125,12252.3288221
130,1600.25718873
139,2485.29564984
140,1146.74505732
144,4855.30193885
146,4365.48506288
149,2382.19253392
153,1455.15034922
156,11320.3690008
162,1159.16664308
166,946.672864578
167,1372.71916675
171,1599.1368727
172,2524.76782205
173,2024.07472935
174,2180.94849715
175,2497.42547527
186,1714.96392491
191,2167.99690095
197,1573.00195296
200,1951.93084017
202,2346.86921491
205,4297.07218483
207,1993.39020438
208,1484.82992427
212,1185.25388004
215,2306.93723434
218,1523.30889876
222,17091.4873336
223,1561.7995476
225,1699.61731945
226,1600.63714218
228,4599.95228998
232,1235.32327384
233,3227.82193006
237,2170.13193531
244,4565.66326151
245,1528.29502584
248,1629.6062243
259,2064.60355154
260,2022.60853489
276,3468.76356724
277,3274.69154778
285,2039.21057275
289,4167.56583849
291,2059.30788047
292,1306.73857682
293,1377.61719558
298,1310.77585711
306,1261.45860874
308,1254.4094993
316,1096.84353013
318,607.534336609
319,1326.6203097
320,1916.0994073
322,1228.63829035
324,2105.46085428
325,4460.8978258
327,2400.39332454
333,1863.54965582
335,3346.67232165
337,1127.02189462
343,2481.91380234
351,1259.8710173
354,2847.54702107
383,1531.37539616
386,2010.50933016
388,4281.56402574
393,1368.2218332
401,2646.81256447
402,1630.37011148
404,3503.34777104
406,1637.09668311
409,4416.40816714
412,1188.71438864
414,1193.37892755
418,2114.98852548
422,3534.02357294
424,1415.09055996
427,836.413559985
430,1914.75714024
433,2334.41793502
435,1973.60870536
437,1727.59171288
439,1530.23851294
440,5713.27740106
442,3529.10863265
443,3512.42833729
449,9877.59427248
450,1957.3887684
451,2076.39505462
454,2388.11592971
458,6719.26185727
474,2171.24742327
476,2012.39308344
478,2752.93346204
481,1338.2282518
484,2715.00842694
488,1327.41849705
493,4614.91893744
499,1273.12034918
502,5555.3429092
511,871.079585286
516,1849.31507106
517,1345.09102435
522,1857.96741411
526,1369.74984577
527,1414.90335525
534,1412.77085765
536,3357.68203931
538,1792.49018905
540,1902.91920167
542,849.711387764
550,1124.18491563
552,2924.40254774
560,3035.5314077
561,1800.75411092
562,3764.33948294
563,1606.34036121
567,3320.0536803
568,2755.02370917
572,1787.19188029
576,1229.09503362
577,4024.47566699
578,1387.0832623
584,1496.31228799
586,1863.17607298
590,2515.19296462
592,1418.1807555
596,1396.6171332
598,1150.34675084
599,1270.76524912
603,2259.68960997
605,4023.54916836
606,1243.10705375
607,840.994928988
608,4072.9481177
610,3453.38735874
611,2104.55292092
612,4176.70821246
614,7148.07392815
617,1889.64398454
621,4050.46652505
625,664.671649344
626,2491.22979929
627,2026.24909275
630,2763.65771635
632,1436.34701709
640,2684.56749131
644,1464.39081225
650,6014.92879215
653,1390.46693063
657,2231.38899256
658,3238.61000829
663,1244.88534885
667,1704.46736855
670,2114.88171132
674,1870.65813959
677,4318.67791311
679,2299.87500842
681,1376.24626782
685,2111.6567129
687,1428.07291424
691,6924.19965115
693,1819.54561987
699,3616.99302885
700,3816.60053398
702,2726.71104882
711,2651.66888715
714,2299.10810476
716,1467.43706296
720,7474.02773936
724,1508.88888675
727,1327.05581289
732,5596.67305369
738,1788.66088798
740,2987.34556613
743,2080.28606328
752,838.597232851
754,2183.26083734
756,998.582593328
762,720.08983847
764,2941.75013895
766,1937.46400347
772,2316.35406664
780,952.659264176
781,1661.22707448
784,1495.96356124
786,1173.14380701
787,2433.44456351
789,3360.65963665
793,10934.8815589
797,5087.40563826
803,2545.14425656
804,1655.46251882
806,1888.85186527
810,1280.99240278
811,1876.04778692
813,2433.21240583
814,707.847503869
819,1657.03892518
821,2236.27248591
824,899.996813998
827,1156.45911352
829,5529.27033916
835,1191.49787291
836,1414.85146017
837,1357.30841286
843,2676.94796929
848,3109.72592651
854,1429.29882243
855,1425.80505729
856,3101.81929429
857,2936.31462717
860,1779.04029856
867,5521.47950877
870,3677.01217734
871,1652.57896355
878,9743.06252694
881,3084.50268405
882,3968.5905947
887,1263.12876883
890,3329.77813752
892,1305.8255106
893,1587.69077865
894,1481.89639055
895,1964.56859099
898,3277.28983802
900,3786.27011764
902,1831.744757
903,1732.53639117
905,1743.10842666
906,1628.37277592
907,2351.16255496
908,1280.05489264
909,2331.25520569
912,3191.48214264
914,2361.02610387
915,1246.42441288
917,3008.45651297
919,2284.2290654
920,1452.32419663
921,2171.44035446
926,9124.07181149
930,2069.23980496
936,1887.95336113
937,6271.51286492
938,3218.48247866
939,3879.02557691
946,4514.10992013
951,1828.54621596
953,2745.66187904
958,2359.0992037
961,2008.93352228
968,2191.36779842
969,1290.3969984
970,2150.95356993
971,6627.28193304
972,1167.0097748
973,1229.91911682
974,2380.457029
980,792.573413129
982,1177.11771893
985,1436.68701037
987,8596.08030512
988,1328.82826035
991,5891.90803836
992,2006.50844928
993,1735.49459634
996,1784.95811505
997,4610.95806572
1001,2119.91519224
1009,1037.29574087
1013,1717.06703048
1014,3274.04870147
1015,952.550587378
1017,2449.97082991
1020,3846.74718265
1026,3618.17258075
1027,1415.17578968
1030,5303.48925563
1032,2022.64033809
1037,6649.67853582
1039,8626.30100973
1041,2246.89286142
1043,3821.7383545
1046,1332.92925907
1049,4942.38687001
1050,11310.5325788
1052,1936.7239794
1053,4825.53936668
1062,1799.8797379
1065,1917.50803076
1068,1437.51659098
1070,994.613947314
1075,896.98091809
1079,6088.01230067
1081,3919.95199639
1082,1287.6010925
1086,957.611769952
1087,2262.2697509
1090,2589.31524895
1092,990.588372674
1094,1651.38907779
1095,2421.67373885
1099,1957.42426234
1104,3060.86260557
1107,2373.06517548
1110,2861.95190112
1112,2234.60005239
1117,2392.5538278
1119,1826.20003376
1125,4103.13845596
1128,2065.20528102
1129,3872.1286852
1131,2582.28167343
1134,2092.24342579
1139,1355.49855507
1141,1309.18426003
1148,4052.6240097
