id,loss
1,1795.66860352
2,1773.83742676
5,4398.57851563
10,974.673461914
11,3250.89672852
13,4074.47729492
14,1199.93840332
20,6685.040625
23,8209.62167969
24,6262.57529297
25,4693.51865234
33,5746.56171875
34,1961.97866211
41,1051.04318848
47,784.618481445
48,1269.13127441
49,9036.75039063
51,1554.6894043
52,3832.07099609
55,2114.63300781
57,996.195397949
60,1039.53277588
61,1194.33105469
66,2027.49274902
73,2337.93442383
76,2111.30854492
86,2552.68500977
89,1233.47053223
90,6160.17529297
93,1989.7479248
100,2523.43935547
105,1750.21948242
107,4318.74511719
111,3296.54829102
112,1318.87460938
116,1372.64985352
118,4222.15097656
125,13501.6798828
130,1433.56560059
139,2752.90698242
140,1115.9059082
144,5788.50986328
146,4622.06318359
149,2421.47246094
153,1325.92060547
156,11654.3162109
162,1217.92121582
166,867.509814453
167,1374.31245117
171,1535.44084473
172,2376.80556641
173,2267.98051758
174,2367.03847656
175,2420.71650391
186,1761.51643066
191,2216.01074219
197,1575.54987793
200,1663.59033203
202,2495.60078125
205,3934.51557617
207,1917.30922852
208,1289.85803223
212,1194.54714355
215,2467.75444336
218,1685.16928711
222,18657.5269531
223,1555.56923828
225,1834.01650391
226,1398.63425293
228,4825.73330078
232,1087.2467041
233,3551.76577148
237,2027.3189209
244,5026.96152344
245,1474.41225586
248,1548.13884277
259,2095.67729492
260,2128.97099609
276,3397.98696289
277,2921.09868164
285,1816.21906738
289,4577.30263672
291,1892.70610352
292,1118.20351562
293,1360.1498291
298,1296.49929199
306,1239.58979492
308,1260.77416992
316,1003.25118408
318,613.42208252
319,1250.2064209
320,1867.30651855
322,1490.94626465
324,2210.91826172
325,4413.69052734
327,2626.86391602
333,1911.71523437
335,3345.20610352
337,1234.97199707
343,2459.76791992
351,1105.55349121
354,3284.37182617
383,1545.09716797
386,1977.56162109
388,4480.80146484
393,1387.42036133
401,2782.21591797
402,1503.28554687
404,3657.66240234
406,1582.8871582
409,5525.62773437
412,1146.17380371
414,1103.69638672
418,2296.21591797
422,3545.48383789
424,1508.20131836
427,743.113427734
430,1750.03911133
433,2605.26147461
435,2048.53894043
437,1767.65100098
439,1448.42817383
440,5567.84794922
442,3853.01469727
443,3507.46538086
449,11669.7671875
450,1855.65732422
451,2230.53344727
454,2385.79287109
458,7654.54384766
474,2137.52480469
476,2050.6411377
478,2714.85249023
481,1345.13718262
484,2821.48491211
488,1224.97207031
493,5366.55771484
499,1371.57216797
502,5864.30371094
511,769.874719238
516,1684.27824707
517,1040.7244873
522,2028.34025879
526,1386.16037598
527,1342.37106934
534,1378.31218262
536,3512.34804687
538,1846.18981934
540,1837.34909668
542,821.096313477
550,1107.71660156
552,3170.47441406
560,3460.79624023
561,1767.25773926
562,3896.44863281
563,1531.81125488
567,3129.12294922
568,2873.87944336
572,1680.77280273
576,1177.18225098
577,4613.16796875
578,1326.6140625
584,1507.70874023
586,1687.9611084
590,2811.39223633
592,1527.18688965
596,1298.76452637
598,1126.1050293
599,1212.26618652
603,2337.28154297
605,3799.48266602
606,1171.45410156
607,829.073693848
608,4628.91015625
610,3532.42387695
611,2135.35712891
612,4146.64750977
614,7585.73095703
617,1825.59794922
621,3873.32236328
625,663.865002441
626,2461.06254883
627,1908.7583252
630,3058.05839844
632,1436.2972168
640,2727.86616211
644,1421.30644531
650,5911.04326172
653,1295.28288574
657,2042.04150391
658,3722.90249023
663,1159.22561035
667,1625.875
670,2228.70844727
674,2025.62602539
677,4292.68525391
679,2316.32583008
681,1351.21716309
685,2243.34946289
687,1295.32746582
691,8387.63574219
693,1752.03276367
699,3767.88901367
700,3359.37695312
702,2593.31245117
711,2704.19526367
714,2272.01362305
716,1339.96706543
720,7754.59833984
724,1506.30683594
727,1279.44440918
732,5840.2375
738,1874.47548828
740,2650.70634766
743,2233.7190918
752,796.33581543
754,2055.75234375
756,927.140234375
762,665.578723145
764,2885.23291016
766,1810.41804199
772,2423.9762207
780,806.904821777
781,1623.59116211
784,1465.05549316
