id,loss
1,1841.14562237
2,1761.19256255
5,4492.4222017
10,1013.0592744
11,3109.61744901
13,4169.49076459
14,1178.59079378
20,6495.14753637
23,8290.45820837
24,6253.48156634
25,4748.23099208
33,5727.67965188
34,2036.71352403
41,1020.14027546
47,716.938623806
48,1213.84255384
49,8886.86645323
51,1522.90263372
52,3887.94023284
55,2182.66885558
57,993.826113464
60,986.959849886
61,1200.73129322
66,1981.99306339
73,2216.3018053
76,2087.78864436
86,2384.35820254
89,1239.29449794
90,6358.91006366
93,1938.8694823
100,2583.26471101
105,1777.49967761
107,4525.58534387
111,3252.47217889
112,1309.97943819
116,1315.7985549
118,4438.51265401
125,12838.8890175
130,1464.79306845
139,2756.36545437
140,1017.49417558
144,5777.1241559
146,4467.76062357
149,2390.80881871
153,1306.44597622
156,11756.1381191
162,1236.79359665
166,830.508972371
167,1381.48992076
171,1527.72218108
172,2423.07664148
173,2265.93812177
174,2317.12481552
175,2479.19408562
186,1731.86354086
191,2163.31989035
197,1544.40099559
200,1648.2000739
202,2467.48236972
205,3957.12029794
207,1895.72580538
208,1222.26693264
212,1188.04536724
215,2464.86487502
218,1696.68223061
222,18216.0887148
223,1436.33597666
225,1691.321021
226,1368.36543224
228,4992.66707015
232,1041.49502892
233,3630.32734174
237,1990.0596059
244,4922.79034635
245,1519.47599811
248,1519.11929374
259,2045.8303761
260,2189.56137625
276,3622.460037
277,3007.48533004
285,1761.12182539
289,4715.0505189
291,1904.86597094
292,1142.66357425
293,1380.65024475
298,1314.05569222
306,1233.12955031
308,1243.37100043
316,982.575931823
318,566.204785032
319,1318.11520895
320,1872.5565626
322,1459.31212196
324,2236.95632097
325,4480.02283572
327,2702.03233524
333,1896.88443608
335,3316.14854274
337,1159.87001047
343,2425.75766343
351,1132.57144508
354,3134.79148455
383,1581.00257064
386,1990.39914034
388,4477.56108044
393,1306.66932531
401,2691.46002516
402,1490.6812705
404,3680.79416996
406,1586.5793217
409,5506.78182245
412,1201.00682902
414,1089.36289235
418,2194.80469692
422,3573.50673832
424,1468.28371796
427,749.074717776
430,1689.09290009
433,2522.71581117
435,2009.81679514
437,1707.27931442
439,1417.08433419
440,5476.60409596
442,3820.96887769
443,3420.3334633
449,11884.0448643
450,1823.51086455
451,2171.98987431
454,2407.76933492
458,7290.27255278
474,2081.68182956
476,1996.22044089
478,2732.93100878
481,1313.7606896
484,2857.94707931
488,1188.77043935
493,5405.82278859
499,1314.14599058
502,6005.37561703
511,776.006337282
516,1652.63993434
517,1078.97876346
522,2030.89699178
526,1413.81756781
527,1312.62216965
534,1380.87250764
536,3582.89014715
538,1896.40532142
540,1825.8448261
542,820.917867704
550,1118.28004678
552,3202.0371945
560,3307.31152508
561,1768.13002551
562,3896.7681703
